Service,Date,Users
South Sudan crisis microsite,4/1/2019,34.00
UNOCHA Syria Hub,4/1/2019,94.00
World Humanitarian Data and Trends 2017,4/1/2019,76.00
World Humanitarian Data and Trends 2018,4/1/2019,346.00
unocha.org,4/1/2019,"77,795.00"
"Emergency Response Collaboration Platforms (VOSOCC, HNPW, LEP & others)",4/1/2019,"7,432.00"
WCA Weekly Humanitarian Snapshot,4/1/2019,77.00
World Humanitarian Day (last),4/1/2019,594.00
Lake Chad,4/1/2019,50.00
Digital Situation Report,4/1/2019,"1,325.00"
http://data.ochaopt.org/,4/1/2019,
Global Humanitarian Overview 2017,4/1/2019,
World Humanitarian Data and Trends 2016,4/1/2019,
Messengers of Humanity,4/1/2019,154.00
What We Share Global photo project,4/1/2019,20.00
OCHA BI Catalogue,4/1/2019,
EHA Connect,4/1/2019,
UNDAC 25 Years,4/1/2019,
Invisible Citizens,4/1/2019,220.00
Donation Sites - Raisely - crisisrelief.un.org,4/1/2019,
ReliefWeb Labs,4/1/2019,921.00
ReliefWeb API Documentation,4/1/2019,154.00
HumFin Data Hub,4/1/2019,341.00
Agenda for Humanity/PACT - Archived,5/1/2019,"5,107.00"
CBPF Public Portal,5/1/2019,"2,078.00"
CBPF Grants Management System,5/1/2019,"5,175.00"
Centre for Humanitarian Data,5/1/2019,"2,655.00"
CERF,5/1/2019,"7,296.00"
CERF Grant Management System,5/1/2019,
DEEP - App,5/1/2019,
Environmental Emergencies Center,5/1/2019,
HDX,5/1/2019,"47,404.00"
HPC: FTS,5/1/2019,"10,535.00"
HPC: Humanitarian Insights,5/1/2019,"1,553.00"
HPC: Indicator Registry,5/1/2019,501.00
HPC: Projects,5/1/2019,"1,017.00"
HPC: Response Planning & Monitoring,5/1/2019,268.00
Humanitarian Atlas,5/1/2019,577.00
Humanitarian ID,5/1/2019,"10,471.00"
Humanitarian ID - Website,5/1/2019,"7,348.00"
Humanitarian Needs Overview Syria 2019,5/1/2019,"1,160.00"
Humanitarian Programme Cycle Yemen,5/1/2019,346.00
HumanitarianResponse.info,5/1/2019,"80,527.00"
HXL,5/1/2019,404.00
IASC Gender with Age Marker (GAM),5/1/2019,0.00
IASC Inter-Agency Standing Committee,5/1/2019,"10,848.00"
INSARAG,5/1/2019,"5,369.00"
KoBoToolbox - OCHA Instance,5/1/2019,"24,014.00"
OCHA Contribution Tracking (OCT),5/1/2019,117.00
OCHA Corporate Directory,5/1/2019,
OCHA Donor Support Group,5/1/2019,108.00
OCHA Exposure,5/1/2019,"3,112.00"
OCHAnet,5/1/2019,
Online Project System (OPS) - Archived,5/1/2019,0.00
Protection of Civilians Aide-Memoire,5/1/2019,375.00
Redhum,5/1/2019,"3,053.00"
ReliefWeb,5/1/2019,"1,117,012.00"
ReliefWeb Mobile,5/1/2019,"21,270.00"
SARA - Preparedness Tracker,5/1/2019,93.00
Saving Lives Together,5/1/2019,25.00
SMART - Surge Capacity,5/1/2019,
Healthy Field Worker,5/1/2019,106.00
Syria Crisis Cross-Border Operations Dashboard,5/1/2019,58.00
Taxonomy Service,5/1/2019,79.00
UNDAC 25 years Ready to Go,5/1/2019,177.00
DRC microsite,5/1/2019,95.00
Four Famines crisis microsite,5/1/2019,56.00
Global Humanitarian Overview 2018,5/1/2019,"1,454.00"
UNOCHA Occupied Palestinian Territories (oPt),5/1/2019,"13,086.00"
oPt 3W,5/1/2019,
oPt Access Coordination,5/1/2019,606.00
Rohingya Crisis microsite,5/1/2019,48.00
South Sudan crisis microsite,5/1/2019,35.00
UNOCHA Syria Hub,5/1/2019,1.00
World Humanitarian Data and Trends 2017,5/1/2019,67.00
World Humanitarian Data and Trends 2018,5/1/2019,327.00
unocha.org,5/1/2019,"72,089.00"
"Emergency Response Collaboration Platforms (VOSOCC, HNPW, LEP & others)",5/1/2019,"7,335.00"
WCA Weekly Humanitarian Snapshot,5/1/2019,81.00
World Humanitarian Day (last),5/1/2019,692.00
Lake Chad,5/1/2019,45.00
Digital Situation Report,5/1/2019,"1,083.00"
http://data.ochaopt.org/,5/1/2019,
Global Humanitarian Overview 2017,5/1/2019,
World Humanitarian Data and Trends 2016,5/1/2019,
Messengers of Humanity,5/1/2019,148.00
What We Share Global photo project,5/1/2019,32.00
OCHA BI Catalogue,5/1/2019,
EHA Connect,5/1/2019,
Regional Outlook for the Horn of Africa,5/1/2019,
UNDAC 25 Years,5/1/2019,
Invisible Citizens,5/1/2019,67.00
Donation Sites - Raisely - crisisrelief.un.org,5/1/2019,
ReliefWeb Labs,5/1/2019,958.00
ReliefWeb API Documentation,5/1/2019,146.00
HumFin Data Hub,5/1/2019,
Sahel Online Reporting System (ORS),5/1/2019,
UNOCHA Wellbeing,5/1/2019,5.00
Pakistan Drought Portal,5/1/2019,35.00
Humanitarian ID - About and FAQ,5/1/2019,
Confluence Wiki - Digital Situation Report,6/1/2019,
Donation Sites - Raisely - crisisrelief.un.org,6/1/2019,
Messengers of Humanity,6/1/2019,134.00
Confluence Wiki - IM Toolbox and rest of wikis,6/1/2019,
Online Project System (OPS) - Archived,6/1/2019,2.00
CBPF Grant Management System Blog,6/1/2019,
Agenda for Humanity/PACT - Archived,6/1/2019,"4,868.00"
CBPF Grants Management System,6/1/2019,"2,489.00"
Centre for Humanitarian Data,6/1/2019,"2,510.00"
CERF,6/1/2019,"6,657.00"
CERF Grant Management System,6/1/2019,
DEEP - App,6/1/2019,
Environmental Emergencies Center,6/1/2019,
HDX,6/1/2019,"50,540.00"
HPC: FTS,6/1/2019,"9,908.00"
HPC: Humanitarian Insights,6/1/2019,"1,639.00"
HPC: Indicator Registry,6/1/2019,478.00
HPC: Projects,6/1/2019,"1,155.00"
HPC: Response Planning & Monitoring,6/1/2019,251.00
Humanitarian Atlas,6/1/2019,442.00
Humanitarian ID,6/1/2019,"9,589.00"
Humanitarian ID - Website,6/1/2019,"6,234.00"
Humanitarian Needs Overview Syria 2019,6/1/2019,895.00
Humanitarian Programme Cycle Yemen,6/1/2019,293.00
HumanitarianResponse.info,6/1/2019,"74,704.00"
HXL,6/1/2019,419.00
IASC Gender with Age Marker (GAM),6/1/2019,0.00
IASC Inter-Agency Standing Committee,6/1/2019,"10,545.00"
INSARAG,6/1/2019,"5,457.00"
KoBoToolbox - OCHA Instance,6/1/2019,"22,899.00"
OCHA Contribution Tracking (OCT),6/1/2019,
OCHA Corporate Directory,6/1/2019,118.00
OCHA Donor Support Group,6/1/2019,113.00
OCHA Exposure,6/1/2019,"1,979.00"
OCHAnet,6/1/2019,
Protection of Civilians Aide-Memoire,6/1/2019,124.00
Redhum,6/1/2019,"2,570.00"
ReliefWeb,6/1/2019,"955,573.00"
ReliefWeb Mobile,6/1/2019,"21,263.00"
SARA - Preparedness Tracker,6/1/2019,79.00
Saving Lives Together,6/1/2019,94.00
SMART - Surge Capacity,6/1/2019,
Healthy Field Worker,6/1/2019,55.00
Syria Crisis Cross-Border Operations Dashboard,6/1/2019,73.00
Taxonomy Service,6/1/2019,73.00
UNDAC 25 years Ready to Go,6/1/2019,61.00
DRC microsite,6/1/2019,157.00
Four Famines crisis microsite,6/1/2019,23.00
Global Humanitarian Overview 2018,6/1/2019,"1,211.00"
UNOCHA Occupied Palestinian Territories (oPt),6/1/2019,"9,075.00"
oPt 3W,6/1/2019,
oPt Access Coordination,6/1/2019,448.00
Rohingya Crisis microsite,6/1/2019,51.00
South Sudan crisis microsite,6/1/2019,30.00
UNOCHA Syria Hub,6/1/2019,0.00
World Humanitarian Data and Trends 2017,6/1/2019,63.00
World Humanitarian Data and Trends 2018,6/1/2019,268.00
unocha.org,6/1/2019,"62,829.00"
"Emergency Response Collaboration Platforms (VOSOCC, HNPW, LEP & others)",6/1/2019,"5,581.00"
WCA Weekly Humanitarian Snapshot,6/1/2019,106.00
World Humanitarian Day (last),6/1/2019,662.00
Digital Situation Report,6/1/2019,"1,435.00"
OCHA BI Catalogue,6/1/2019,
EHA Connect,6/1/2019,
Regional Outlook for the Horn of Africa,6/1/2019,
UNDAC 25 Years,6/1/2019,
Invisible Citizens,6/1/2019,31.00
ReliefWeb Labs,6/1/2019,853.00
ReliefWeb API Documentation,6/1/2019,165.00
HumFin Data Hub,6/1/2019,325.00
"Well Being Survey
",6/1/2019,
Sahel Online Reporting System (ORS),6/1/2019,
Humanitarian ID - About and FAQ,6/1/2019,1.00
CBPF Public Portal,6/1/2019,"1,861.00"
Lake Chad,6/1/2019,41.00
http://data.ochaopt.org/,6/1/2019,
Global Humanitarian Overview 2017,6/1/2019,
World Humanitarian Data and Trends 2016,6/1/2019,
What We Share Global photo project,6/1/2019,19.00
OCHA Saudi fund for Iraq,6/1/2019,
CHF Aghanistan,6/1/2019,247.00
CHF CAR,6/1/2019,198.00
CHF DRC,6/1/2019,298.00
CHF Somalia,6/1/2019,461.00
CHF South Sudan,6/1/2019,468.00
CHF Sudan,6/1/2019,234.00
OCHA Plan and Budget 2017,6/1/2019,
OCHA Plan and Budget 2017,6/1/2019,
Confluence Wiki - COD Technical Support Package,6/1/2019,
UNOCHA Wellbeing,6/1/2019,19.00
Pakistan Drought Portal,6/1/2019,42.00
Confluence Wiki - Demonstration Space,6/1/2019,
Agenda for Humanity/PACT - Archived,7/1/2019,"5,612.00"
CBPF Grants Management System,7/1/2019,"3,003.00"
Centre for Humanitarian Data,7/1/2019,"2,612.00"
CERF,7/1/2019,"6,453.00"
CERF Grant Management System,7/1/2019,
DEEP - App,7/1/2019,
Environmental Emergencies Center,7/1/2019,
HDX,7/1/2019,"45,452.00"
HPC: FTS,7/1/2019,"10,806.00"
HPC: Humanitarian Insights,7/1/2019,"1,775.00"
HPC: Indicator Registry,7/1/2019,567.00
HPC: Projects,7/1/2019,"1,928.00"
HPC: Response Planning & Monitoring,7/1/2019,278.00
Humanitarian Atlas,7/1/2019,414.00
Humanitarian ID,7/1/2019,"11,225.00"
Humanitarian ID - Website,7/1/2019,"5,380.00"
Humanitarian Needs Overview Syria 2019,7/1/2019,"1,023.00"
Humanitarian Programme Cycle Yemen,7/1/2019,241.00
HumanitarianResponse.info,7/1/2019,"86,256.00"
HXL,7/1/2019,341.00
IASC Gender with Age Marker (GAM),7/1/2019,0.00
IASC Inter-Agency Standing Committee,7/1/2019,"10,907.00"
INSARAG,7/1/2019,"4,477.00"
KoBoToolbox - OCHA Instance,7/1/2019,"25,762.00"
OCHA Contribution Tracking (OCT),7/1/2019,101.00
OCHA Corporate Directory,7/1/2019,
OCHA Donor Support Group,7/1/2019,103.00
OCHA Exposure,7/1/2019,"4,108.00"
OCHAnet,7/1/2019,
Protection of Civilians Aide-Memoire,7/1/2019,137.00
Redhum,7/1/2019,"2,808.00"
ReliefWeb,7/1/2019,"1,029,302.00"
ReliefWeb Mobile,7/1/2019,"24,349.00"
SARA - Preparedness Tracker,7/1/2019,110.00
Saving Lives Together,7/1/2019,17.00
SMART - Surge Capacity,7/1/2019,
Healthy Field Worker,7/1/2019,51.00
Syria Crisis Cross-Border Operations Dashboard,7/1/2019,50.00
Taxonomy Service,7/1/2019,49.00
UNDAC 25 years Ready to Go,7/1/2019,76.00
DRC microsite,7/1/2019,185.00
Four Famines crisis microsite,7/1/2019,17.00
Global Humanitarian Overview 2018,7/1/2019,"1,069.00"
UNOCHA Occupied Palestinian Territories (oPt),7/1/2019,"12,830.00"
oPt 3W,7/1/2019,
oPt Access Coordination,7/1/2019,379.00
Rohingya Crisis microsite,7/1/2019,18.00
South Sudan crisis microsite,7/1/2019,23.00
UNOCHA Syria Hub,7/1/2019,1.00
World Humanitarian Data and Trends 2017,7/1/2019,39.00
World Humanitarian Data and Trends 2018,7/1/2019,304.00
unocha.org,7/1/2019,"70,948.00"
"Emergency Response Collaboration Platforms (VOSOCC, HNPW, LEP & others)",7/1/2019,"6,307.00"
WCA Weekly Humanitarian Snapshot,7/1/2019,106.00
World Humanitarian Day (last),7/1/2019,"1,343.00"
Digital Situation Report,7/1/2019,"1,897.00"
OCHA BI Catalogue,7/1/2019,
EHA Connect,7/1/2019,
Regional Outlook for the Horn of Africa,7/1/2019,
UNDAC 25 Years,7/1/2019,
Invisible Citizens,7/1/2019,23.00
ReliefWeb Labs,7/1/2019,971.00
ReliefWeb API Documentation,7/1/2019,161.00
HumFin Data Hub,7/1/2019,447.00
"Well Being Survey
",7/1/2019,
Sahel Online Reporting System (ORS),7/1/2019,
Humanitarian ID - About and FAQ,7/1/2019,0.00
CBPF Public Portal,7/1/2019,
Lake Chad,7/1/2019,"2,434.00"
http://data.ochaopt.org/,7/1/2019,58.00
Global Humanitarian Overview 2017,7/1/2019,
World Humanitarian Data and Trends 2016,7/1/2019,
What We Share Global photo project,7/1/2019,7.00
OCHA Saudi fund for Iraq,7/1/2019,
CHF Aghanistan,7/1/2019,458.00
CHF CAR,7/1/2019,195.00
CHF DRC,7/1/2019,357.00
CHF Somalia,7/1/2019,448.00
CHF South Sudan,7/1/2019,821.00
CHF Sudan,7/1/2019,338.00
OCHA Plan and Budget 2017,7/1/2019,
OCHA Plan and Budget 2017,7/1/2019,
Confluence Wiki - COD Technical Support Package,7/1/2019,
UNOCHA Wellbeing,7/1/2019,18.00
Pakistan Drought Portal,7/1/2019,22.00
Confluence Wiki - Demonstration Space,7/1/2019,
Confluence Wiki - Digital Situation Report,7/1/2019,
Donation Sites - Raisely - crisisrelief.un.org,7/1/2019,
Confluence Wiki - IM Toolbox and rest of wikis,7/1/2019,
Online Project System (OPS) - Archived,7/1/2019,0.00
FTS Archive,7/1/2019,
CBPF Grant Management System Blog,7/1/2019,
Agenda for Humanity/PACT - Archived,8/1/2019,"4,535.00"
CBPF Public Portal,8/1/2019,"1,973.00"
CBPF Grants Management System,8/1/2019,"2,974.00"
Centre for Humanitarian Data,8/1/2019,"2,761.00"
CERF,8/1/2019,"6,649.00"
CERF Grant Management System,8/1/2019,
DEEP - App,8/1/2019,0.00
Environmental Emergencies Center,8/1/2019,
HDX,8/1/2019,"39,478.00"
HPC: FTS,8/1/2019,"9,180.00"
HPC: Humanitarian Insights,8/1/2019,"1,695.00"
HPC: Indicator Registry,8/1/2019,541.00
HPC: Projects,8/1/2019,"1,228.00"
HPC: Response Planning & Monitoring,8/1/2019,236.00
Humanitarian Atlas,8/1/2019,486.00
Humanitarian ID,8/1/2019,"10,602.00"
Humanitarian ID - Website,8/1/2019,"4,515.00"
Humanitarian Needs Overview Syria 2019,8/1/2019,908.00
Humanitarian Programme Cycle Yemen,8/1/2019,11.00
HumanitarianResponse.info,8/1/2019,"84,817.00"
HXL,8/1/2019,50.00
IASC Gender with Age Marker (GAM),8/1/2019,0.00
IASC Inter-Agency Standing Committee,8/1/2019,"9,502.00"
INSARAG,8/1/2019,"4,552.00"
KoBoToolbox - OCHA Instance,8/1/2019,"24,184.00"
OCHA Contribution Tracking (OCT),8/1/2019,102.00
OCHA Corporate Directory,8/1/2019,
OCHA Donor Support Group,8/1/2019,81.00
OCHA Exposure,8/1/2019,"4,223.00"
OCHAnet,8/1/2019,
Online Project System (OPS) - Archived,8/1/2019,0.00
Protection of Civilians Aide-Memoire,8/1/2019,108.00
Redhum,8/1/2019,"2,756.00"
ReliefWeb,8/1/2019,"1,067,031.00"
ReliefWeb Mobile,8/1/2019,"24,029.00"
SARA - Preparedness Tracker,8/1/2019,78.00
Saving Lives Together,8/1/2019,38.00
SMART - Surge Capacity,8/1/2019,
Healthy Field Worker,8/1/2019,72.00
Syria Crisis Cross-Border Operations Dashboard,8/1/2019,44.00
Taxonomy Service,8/1/2019,64.00
UNDAC 25 years Ready to Go,8/1/2019,92.00
DRC microsite,8/1/2019,147.00
Four Famines crisis microsite,8/1/2019,18.00
Global Humanitarian Overview 2018,8/1/2019,"1,054.00"
UNOCHA Occupied Palestinian Territories (oPt),8/1/2019,"10,403.00"
oPt 3W,8/1/2019,
oPt Access Coordination,8/1/2019,447.00
Rohingya Crisis microsite,8/1/2019,32.00
South Sudan crisis microsite,8/1/2019,25.00
UNOCHA Syria Hub,8/1/2019,0.00
World Humanitarian Data and Trends 2017,8/1/2019,32.00
World Humanitarian Data and Trends 2018,8/1/2019,297.00
unocha.org,8/1/2019,"79,505.00"
"Emergency Response Collaboration Platforms (VOSOCC, HNPW, LEP & others)",8/1/2019,"6,055.00"
WCA Weekly Humanitarian Snapshot,8/1/2019,114.00
World Humanitarian Day (last),8/1/2019,75.00
Lake Chad,8/1/2019,37.00
Digital Situation Report,8/1/2019,"4,361.00"
Global Humanitarian Overview 2017,8/1/2019,
World Humanitarian Data and Trends 2016,8/1/2019,
What We Share Global photo project,8/1/2019,16.00
OCHA BI Catalogue,8/1/2019,
EHA Connect,8/1/2019,
Regional Outlook for the Horn of Africa,8/1/2019,
UNDAC 25 Years,8/1/2019,
Invisible Citizens,8/1/2019,22.00
Donation Sites - Raisely - crisisrelief.un.org,8/1/2019,
#N/A,8/1/2019,"10,484.00"
ReliefWeb Labs,8/1/2019,"1,413.00"
ReliefWeb API Documentation,8/1/2019,146.00
HumFin Data Hub,8/1/2019,468.00
"Well Being Survey
",8/1/2019,
Sahel Online Reporting System (ORS),8/1/2019,
Donation Sites - UN Foundation,8/1/2019,
Leading Edge Programme,8/1/2019,
Humanitarian Networks and Partnerships Week 2019,8/1/2019,
Humanitarian Networks and Partnerships Week 2018,8/1/2019,
Humanitarian Networks and Partnerships Week 2017,8/1/2019,
UNOCHA Wellbeing,8/1/2019,23.00
Pakistan Drought Portal,8/1/2019,51.00
CBPF Grant Management System Blog,8/1/2019,
OCHA Saudi fund for Iraq,8/1/2019,
CHF Aghanistan,8/1/2019,281.00
CHF CAR,8/1/2019,200.00
CHF DRC,8/1/2019,367.00
CHF Somalia,8/1/2019,405.00
CHF South Sudan,8/1/2019,765.00
CHF Sudan,8/1/2019,299.00
FTS Archive,8/1/2019,
OCHA Plan and Budget 2017,8/1/2019,
Confluence Wiki - IM Toolbox and rest of wikis,8/1/2019,
Confluence Wiki - COD Technical Support Package,8/1/2019,0.00
Confluence Wiki - Demonstration Space,8/1/2019,
Confluence Wiki - Digital Situation Report,8/1/2019,
OCHA Plan and Budget 2017,8/1/2019,
Humanitarian ID - About and FAQ,8/1/2019,0.00
Humanitarian ICT Forum 2017 Schedule,8/1/2019,
Agenda for Humanity/PACT - Archived,9/1/2019,"5,524.00"
CBPF Public Portal,9/1/2019,"2,100.00"
CBPF Grants Management System,9/1/2019,"3,229.00"
Centre for Humanitarian Data,9/1/2019,"3,171.00"
CERF,9/1/2019,"7,158.00"
CERF Grant Management System,9/1/2019,
DEEP - App,9/1/2019,0.00
Environmental Emergencies Center,9/1/2019,
HDX,9/1/2019,"44,264.00"
HPC: FTS,9/1/2019,"9,687.00"
HPC: Humanitarian Insights,9/1/2019,"1,878.00"
HPC: Indicator Registry,9/1/2019,679.00
HPC: Projects,9/1/2019,"1,663.00"
HPC: Response Planning & Monitoring,9/1/2019,324.00
Humanitarian Atlas,9/1/2019,468.00
Humanitarian ID,9/1/2019,"11,852.00"
Humanitarian ID - Website,9/1/2019,"5,828.00"
Humanitarian Needs Overview Syria 2019,9/1/2019,"1,016.00"
Humanitarian Programme Cycle Yemen,9/1/2019,18.00
HumanitarianResponse.info,9/1/2019,"94,087.00"
HXL,9/1/2019,0.00
IASC Gender with Age Marker (GAM),9/1/2019,0.00
IASC Inter-Agency Standing Committee,9/1/2019,"11,061.00"
INSARAG,9/1/2019,"5,770.00"
KoBoToolbox - OCHA Instance,9/1/2019,"26,861.00"
OCHA Contribution Tracking (OCT),9/1/2019,120.00
OCHA Corporate Directory,9/1/2019,
OCHA Donor Support Group,9/1/2019,73.00
OCHA Exposure,9/1/2019,"2,296.00"
OCHAnet,9/1/2019,
Online Project System (OPS) - Archived,9/1/2019,0.00
Protection of Civilians Aide-Memoire,9/1/2019,252.00
Redhum,9/1/2019,"2,383.00"
ReliefWeb,9/1/2019,"1,136,817.00"
ReliefWeb Mobile,9/1/2019,"25,025.00"
SARA - Preparedness Tracker,9/1/2019,115.00
Saving Lives Together,9/1/2019,25.00
SMART - Surge Capacity,9/1/2019,
Healthy Field Worker,9/1/2019,109.00
Syria Crisis Cross-Border Operations Dashboard,9/1/2019,44.00
Taxonomy Service,9/1/2019,93.00
UNDAC 25 years Ready to Go,9/1/2019,34.00
DRC microsite,9/1/2019,130.00
Four Famines crisis microsite,9/1/2019,26.00
Global Humanitarian Overview 2018,9/1/2019,"1,087.00"
UNOCHA Occupied Palestinian Territories (oPt),9/1/2019,"11,503.00"
oPt 3W,9/1/2019,
oPt Access Coordination,9/1/2019,786.00
Rohingya Crisis microsite,9/1/2019,32.00
South Sudan crisis microsite,9/1/2019,29.00
UNOCHA Syria Hub,9/1/2019,0.00
World Humanitarian Data and Trends 2017,9/1/2019,32.00
World Humanitarian Data and Trends 2018,9/1/2019,339.00
unocha.org,9/1/2019,"75,643.00"
"Emergency Response Collaboration Platforms (VOSOCC, HNPW, LEP & others)",9/1/2019,"10,545.00"
WCA Weekly Humanitarian Snapshot,9/1/2019,79.00
World Humanitarian Day (last),9/1/2019,0.00
Lake Chad,9/1/2019,34.00
Digital Situation Report,9/1/2019,"3,837.00"
Global Humanitarian Overview 2017,9/1/2019,
World Humanitarian Data and Trends 2016,9/1/2019,
What We Share Global photo project,9/1/2019,11.00
OCHA BI Catalogue,9/1/2019,
EHA Connect,9/1/2019,
Regional Outlook for the Horn of Africa,9/1/2019,
UNDAC 25 Years,9/1/2019,
Invisible Citizens,9/1/2019,22.00
Donation Sites - Raisely - crisisrelief.un.org,9/1/2019,
#N/A,9/1/2019,"1,352.00"
ReliefWeb Labs,9/1/2019,983.00
ReliefWeb API Documentation,9/1/2019,150.00
HumFin Data Hub,9/1/2019,560.00
"Well Being Survey
",9/1/2019,
Donation Sites - UN Foundation,9/1/2019,
Leading Edge Programme,9/1/2019,
Humanitarian Networks and Partnerships Week 2019,9/1/2019,
Humanitarian Networks and Partnerships Week 2018,9/1/2019,
Humanitarian Networks and Partnerships Week 2017,9/1/2019,
UNOCHA Wellbeing,9/1/2019,7.00
Pakistan Drought Portal,9/1/2019,21.00
CBPF Grant Management System Blog,9/1/2019,
OCHA Saudi fund for Iraq,9/1/2019,
CHF Aghanistan,9/1/2019,308.00
CHF CAR,9/1/2019,248.00
CHF DRC,9/1/2019,358.00
CHF Somalia,9/1/2019,388.00
CHF South Sudan,9/1/2019,740.00
CHF Sudan,9/1/2019,376.00
FTS Archive,9/1/2019,
Monitor Humanitario,9/1/2019,
OCHA Colombia Wiki,9/1/2019,
OCHA Plan and Budget 2017,9/1/2019,
Confluence Wiki - IM Toolbox and rest of wikis,9/1/2019,26.00
OCHA Plan and Budget 2017,9/1/2019,
Humanitarian ID - About and FAQ,9/1/2019,1.00
Humanitarian ICT Forum 2017 Schedule,9/1/2019,
Agenda for Humanity/PACT - Archived,10/1/2019,"5,296.00"
CBPF Public Portal,10/1/2019,"2,406.00"
CBPF Grants Management System,10/1/2019,"3,166.00"
Centre for Humanitarian Data,10/1/2019,"2,821.00"
CERF,10/1/2019,"7,338.00"
CERF Grant Management System,10/1/2019,
DEEP - App,10/1/2019,
Environmental Emergencies Center,10/1/2019,
HDX,10/1/2019,"48,764.00"
HPC: FTS,10/1/2019,"10,936.00"
HPC: Humanitarian Insights,10/1/2019,"2,403.00"
HPC: Indicator Registry,10/1/2019,755.00
HPC: Projects,10/1/2019,"5,828.00"
HPC: Response Planning & Monitoring,10/1/2019,582.00
Humanitarian Atlas,10/1/2019,"1,298.00"
Humanitarian ID,10/1/2019,"14,700.00"
Humanitarian ID - Website,10/1/2019,"6,493.00"
Humanitarian Needs Overview Syria 2019,10/1/2019,"1,198.00"
Humanitarian Programme Cycle Yemen,10/1/2019,59.00
HumanitarianResponse.info,10/1/2019,"95,794.00"
HXL,10/1/2019,
IASC Gender with Age Marker (GAM),10/1/2019,
IASC Inter-Agency Standing Committee,10/1/2019,"12,340.00"
INSARAG,10/1/2019,"6,722.00"
KoBoToolbox - OCHA Instance,10/1/2019,"31,021.00"
OCHA Contribution Tracking (OCT),10/1/2019,99.00
OCHA Corporate Directory,10/1/2019,
OCHA Donor Support Group,10/1/2019,211.00
OCHA Exposure,10/1/2019,"2,676.00"
OCHAnet,10/1/2019,
OCHAHub,10/1/2019,
Online Project System (OPS) - Archived,10/1/2019,1.00
Protection of Civilians Aide-Memoire,10/1/2019,172.00
Redhum,10/1/2019,"2,530.00"
ReliefWeb,10/1/2019,"1,195,342.00"
ReliefWeb Mobile,10/1/2019,"25,161.00"
SARA - Preparedness Tracker,10/1/2019,113.00
Saving Lives Together,10/1/2019,31.00
SMART - Surge Capacity,10/1/2019,
Healthy Field Worker,10/1/2019,264.00
Syria Crisis Cross-Border Operations Dashboard,10/1/2019,53.00
Taxonomy Service,10/1/2019,265.00
UNDAC 25 years Ready to Go,10/1/2019,35.00
Global Humanitarian Overview 2018,10/1/2019,"1,220.00"
UNOCHA Occupied Palestinian Territories (oPt),10/1/2019,"14,007.00"
oPt 3W,10/1/2019,
oPt Access Coordination,10/1/2019,749.00
UNOCHA Syria Hub,10/1/2019,491.00
World Humanitarian Data and Trends 2017,10/1/2019,56.00
World Humanitarian Data and Trends 2018,10/1/2019,388.00
unocha.org,10/1/2019,"88,135.00"
"Emergency Response Collaboration Platforms (VOSOCC, HNPW, LEP & others)",10/1/2019,"11,729.00"
WCA Weekly Humanitarian Snapshot,10/1/2019,82.00
Lake Chad,10/1/2019,39.00
Digital Situation Report,10/1/2019,"4,226.00"
Global Humanitarian Overview 2017,10/1/2019,
World Humanitarian Data and Trends 2016,10/1/2019,
OCHA BI Catalogue,10/1/2019,
EHA Connect,10/1/2019,
UNDAC 25 Years,10/1/2019,
Invisible Citizens,10/1/2019,36.00
Donation Sites - Raisely - crisisrelief.un.org,10/1/2019,
#N/A,10/1/2019,561.00
ReliefWeb Labs,10/1/2019,"1,038.00"
ReliefWeb API Documentation,10/1/2019,158.00
HumFin Data Hub,10/1/2019,766.00
"Well Being Survey
",10/1/2019,
Donation Sites - UN Foundation,10/1/2019,
Leading Edge Programme,10/1/2019,
Humanitarian Networks and Partnerships Week 2019,10/1/2019,
Humanitarian Networks and Partnerships Week 2018,10/1/2019,
Humanitarian Networks and Partnerships Week 2017,10/1/2019,
UNOCHA Wellbeing,10/1/2019,2.00
Pakistan Drought Portal,10/1/2019,16.00
CBPF Grant Management System Blog,10/1/2019,
OCHA Saudi fund for Iraq,10/1/2019,
CHF Aghanistan,10/1/2019,423.00
CHF CAR,10/1/2019,375.00
CHF DRC,10/1/2019,343.00
CHF Somalia,10/1/2019,424.00
CHF South Sudan,10/1/2019,640.00
CHF Sudan,10/1/2019,372.00
FTS Archive,10/1/2019,
Monitor Humanitario,10/1/2019,246.00
OCHA Colombia Wiki,10/1/2019,"36,462.00"
SIDI Legacy,10/1/2019,21.00
OCHA Plan and Budget 2017,10/1/2019,
Confluence Wiki - IM Toolbox and rest of wikis,10/1/2019,24.00
CERF Data API Documentation,10/1/2019,
OCHA Plan and Budget 2017,10/1/2019,
Humanitarian ID - About and FAQ,10/1/2019,0.00
Humanitarian ICT Forum 2017 Schedule,10/1/2019,
SIDI / 4W Plus,11/1/2019,
Agenda for Humanity/PACT - Archived,11/1/2019,"5,119.00"
CBPF Public Portal,11/1/2019,"2,503.00"
CBPF Grants Management System,11/1/2019,"3,140.00"
Centre for Humanitarian Data,11/1/2019,"3,412.00"
CERF,11/1/2019,"7,320.00"
CERF Grant Management System,11/1/2019,
DEEP - App,11/1/2019,
Environmental Emergencies Center,11/1/2019,
HDX,11/1/2019,"51,117.00"
HPC: FTS,11/1/2019,"10,361.00"
HPC: Humanitarian Insights,11/1/2019,"2,130.00"
HPC: Indicator Registry,11/1/2019,672.00
HPC: Projects,11/1/2019,"5,015.00"
